ID,sentimiento
61379,negativo
61380,positivo
61381,negativo
61382,negativo
61383,negativo
61384,positivo
61385,positivo
61386,negativo
61387,positivo
61388,positivo
61389,positivo
61390,positivo
61391,negativo
61392,negativo
61393,negativo
61394,negativo
61395,positivo
61396,positivo
61397,negativo
61398,positivo
61399,positivo
61400,positivo
61401,positivo
61402,negativo
61403,negativo
61404,negativo
61405,positivo
61406,positivo
61407,positivo
61408,negativo
61409,negativo
61410,positivo
61411,negativo
61412,negativo
61413,negativo
61414,negativo
61415,positivo
61416,positivo
61417,negativo
61418,negativo
61419,negativo
61420,negativo
61421,negativo
61422,negativo
61423,positivo
61424,positivo
61425,negativo
61426,positivo
61427,negativo
61428,negativo
61429,negativo
61430,negativo
61431,negativo
61432,positivo
61433,negativo
61434,negativo
61435,negativo
61436,negativo
61437,positivo
61438,negativo
61439,negativo
61440,negativo
61441,negativo
61442,negativo
61443,positivo
61444,positivo
61445,negativo
61446,positivo
61447,positivo
61448,negativo
61449,positivo
61450,positivo
61451,negativo
61452,positivo
61453,positivo
61454,positivo
61455,positivo
61456,negativo
61457,negativo
61458,negativo
61459,negativo
61460,negativo
61461,positivo
61462,positivo
61463,negativo
61464,negativo
61465,negativo
61466,positivo
61467,negativo
61468,negativo
61469,positivo
61470,negativo
61471,negativo
61472,positivo
61473,positivo
61474,positivo
61475,negativo
61476,negativo
61477,positivo
61478,positivo
61479,positivo
61480,negativo
61481,positivo
61482,positivo
61483,positivo
61484,positivo
61485,negativo
61486,negativo
61487,positivo
61488,negativo
61489,positivo
61490,negativo
61491,negativo
61492,positivo
61493,negativo
61494,positivo
61495,positivo
61496,negativo
61497,negativo
61498,negativo
61499,negativo
61500,positivo
61501,negativo
61502,positivo
61503,positivo
61504,negativo
61505,positivo
61506,negativo
61507,positivo
61508,positivo
61509,negativo
61510,positivo
61511,negativo
61512,negativo
61513,negativo
61514,positivo
61515,positivo
61516,positivo
61517,positivo
61518,positivo
61519,negativo
61520,negativo
61521,positivo
61522,negativo
61523,positivo
61524,negativo
61525,positivo
61526,negativo
61527,negativo
61528,positivo
61529,positivo
61530,positivo
61531,negativo
61532,positivo
61533,positivo
61534,positivo
61535,positivo
61536,positivo
61537,negativo
61538,negativo
61539,positivo
61540,positivo
61541,positivo
61542,positivo
61543,positivo
61544,positivo
61545,positivo
61546,positivo
61547,negativo
61548,negativo
61549,positivo
61550,positivo
61551,positivo
61552,positivo
61553,positivo
61554,positivo
61555,positivo
61556,positivo
61557,positivo
61558,positivo
61559,positivo
61560,positivo
61561,negativo
61562,positivo
61563,positivo
61564,positivo
61565,positivo
61566,positivo
61567,positivo
61568,positivo
61569,positivo
61570,negativo
61571,negativo
61572,negativo
61573,negativo
61574,positivo
61575,negativo
61576,positivo
61577,positivo
61578,negativo
61579,positivo
61580,positivo
61581,positivo
61582,positivo
61583,positivo
61584,positivo
61585,positivo
61586,positivo
61587,negativo
61588,positivo
61589,positivo
61590,positivo
61591,positivo
61592,positivo
61593,positivo
61594,negativo
61595,positivo
61596,positivo
61597,positivo
61598,positivo
61599,negativo
61600,negativo
61601,positivo
61602,positivo
61603,positivo
61604,positivo
61605,positivo
61606,positivo
61607,positivo
61608,positivo
61609,negativo
61610,positivo
61611,positivo
61612,positivo
61613,positivo
61614,positivo
61615,negativo
61616,positivo
61617,negativo
61618,positivo
61619,positivo
61620,negativo
61621,positivo
61622,negativo
61623,positivo
61624,positivo
61625,positivo
61626,positivo
61627,negativo
61628,positivo
61629,negativo
61630,positivo
61631,positivo
61632,positivo
61633,negativo
61634,negativo
61635,positivo
61636,positivo
61637,positivo
61638,positivo
61639,positivo
61640,negativo
61641,positivo
61642,negativo
61643,positivo
61644,negativo
61645,positivo
61646,positivo
61647,positivo
61648,positivo
61649,positivo
61650,positivo
61651,positivo
61652,positivo
61653,positivo
61654,positivo
61655,positivo
61656,negativo
61657,positivo
61658,negativo
61659,negativo
61660,negativo
61661,negativo
61662,positivo
61663,positivo
61664,positivo
61665,positivo
61666,positivo
61667,positivo
61668,negativo
61669,positivo
61670,negativo
61671,positivo
61672,positivo
61673,negativo
61674,negativo
61675,positivo
61676,positivo
61677,negativo
61678,positivo
61679,negativo
61680,negativo
61681,positivo
61682,positivo
61683,negativo
61684,negativo
61685,positivo
61686,negativo
61687,negativo
61688,negativo
61689,negativo
61690,negativo
61691,positivo
61692,negativo
61693,negativo
61694,positivo
61695,positivo
61696,negativo
61697,negativo
61698,positivo
61699,positivo
61700,negativo
61701,negativo
61702,negativo
61703,positivo
61704,negativo
61705,negativo
61706,positivo
61707,positivo
61708,positivo
61709,positivo
61710,positivo
61711,negativo
61712,negativo
61713,negativo
61714,negativo
61715,negativo
61716,negativo
61717,negativo
61718,negativo
61719,negativo
61720,negativo
61721,negativo
61722,positivo
61723,negativo
61724,positivo
61725,negativo
61726,negativo
61727,positivo
61728,negativo
61729,negativo
61730,positivo
61731,positivo
61732,negativo
61733,negativo
61734,negativo
61735,positivo
61736,positivo
61737,positivo
61738,positivo
61739,negativo
61740,positivo
61741,positivo
61742,negativo
61743,negativo
61744,negativo
61745,positivo
61746,positivo
61747,positivo
61748,positivo
61749,negativo
61750,positivo
61751,positivo
61752,positivo
61753,negativo
61754,negativo
61755,negativo
61756,negativo
61757,positivo
61758,positivo
61759,positivo
61760,positivo
61761,positivo
61762,negativo
61763,negativo
61764,negativo
61765,negativo
61766,negativo
61767,negativo
61768,negativo
61769,negativo
61770,positivo
61771,positivo
61772,negativo
61773,negativo
61774,negativo
61775,positivo
61776,negativo
61777,negativo
61778,negativo
61779,positivo
61780,negativo
61781,positivo
61782,positivo
61783,positivo
61784,positivo
61785,negativo
61786,negativo
61787,negativo
61788,negativo
61789,positivo
61790,positivo
61791,positivo
61792,positivo
61793,positivo
61794,negativo
61795,positivo
61796,positivo
61797,positivo
61798,positivo
61799,negativo
61800,positivo
61801,negativo
61802,positivo
61803,positivo
61804,negativo
61805,positivo
61806,positivo
61807,negativo
61808,negativo
61809,positivo
61810,positivo
61811,negativo
61812,negativo
61813,positivo
61814,negativo
61815,positivo
61816,negativo
61817,positivo
61818,negativo
61819,negativo
61820,negativo
61821,negativo
61822,positivo
61823,positivo
61824,negativo
61825,negativo
61826,positivo
61827,positivo
61828,negativo
61829,negativo
61830,positivo
61831,negativo
61832,negativo
61833,positivo
61834,negativo
61835,negativo
61836,negativo
61837,positivo
61838,negativo
61839,negativo
61840,negativo
61841,negativo
61842,positivo
61843,positivo
61844,positivo
61845,positivo
61846,positivo
61847,positivo
61848,positivo
61849,positivo
61850,positivo
61851,positivo
61852,negativo
61853,positivo
61854,positivo
61855,negativo
61856,negativo
61857,negativo
61858,negativo
61859,positivo
61860,negativo
61861,negativo
61862,negativo
61863,positivo
61864,positivo
61865,positivo
61866,positivo
61867,positivo
61868,negativo
61869,negativo
61870,positivo
61871,positivo
61872,positivo
61873,positivo
61874,positivo
61875,positivo
61876,negativo
61877,negativo
61878,negativo
61879,positivo
61880,negativo
61881,positivo
61882,negativo
61883,positivo
61884,negativo
61885,positivo
61886,positivo
61887,negativo
61888,positivo
61889,negativo
61890,negativo
61891,negativo
61892,negativo
61893,negativo
61894,negativo
61895,positivo
61896,positivo
61897,negativo
61898,positivo
61899,negativo
61900,positivo
61901,negativo
61902,positivo
61903,positivo
61904,negativo
61905,negativo
61906,negativo
61907,negativo
61908,positivo
61909,negativo
61910,negativo
61911,positivo
61912,positivo
61913,negativo
61914,positivo
61915,positivo
61916,positivo
61917,negativo
61918,positivo
61919,positivo
61920,negativo
61921,positivo
61922,positivo
61923,negativo
61924,positivo
61925,positivo
61926,positivo
61927,negativo
61928,positivo
61929,positivo
61930,negativo
61931,positivo
61932,negativo
61933,positivo
61934,negativo
61935,positivo
61936,positivo
61937,positivo
61938,negativo
61939,negativo
61940,negativo
61941,negativo
61942,negativo
61943,positivo
61944,negativo
61945,positivo
61946,negativo
61947,positivo
61948,negativo
61949,positivo
61950,negativo
61951,positivo
61952,positivo
61953,positivo
61954,negativo
61955,positivo
61956,positivo
61957,positivo
61958,positivo
61959,positivo
61960,negativo
61961,negativo
61962,negativo
61963,positivo
61964,negativo
61965,negativo
61966,negativo
61967,positivo
61968,negativo
61969,negativo
61970,negativo
61971,positivo
61972,negativo
61973,negativo
61974,positivo
61975,positivo
61976,positivo
61977,positivo
61978,positivo
61979,negativo
61980,negativo
61981,negativo
61982,negativo
61983,negativo
61984,negativo
61985,positivo
61986,positivo
61987,negativo
61988,negativo
61989,positivo
61990,positivo
61991,negativo
61992,positivo
61993,positivo
61994,positivo
61995,negativo
61996,negativo
